x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89641.885430129,43154.409737188,0.0,0.0,0.0,0.906295324404367,0.422644986913111,8.33333333333333
89641.497890128,43154.868302341,0.0,0.0,0.0,0.907767098249911,0.419474546706874,8.33333333333333
89641.107376543,43155.324339412,0.0,0.0,0.0,0.909027799828511,0.416735478617955,8.33333333333333
89640.714310565,43155.778176906,0.0,0.0,0.0,0.910109094069226,0.414368720938842,8.33333333333333
89640.319070000,43156.230122919,0.0,0.0,0.0,0.911018062432949,0.412366451012828,8.33333333333333
89639.922025445,43156.680485708,0.0,0.0,0.0,0.911758583306679,0.41072653404254,8.33333333333333
89639.523540962,43157.129574872,0.0,0.0,0.0,0.91233393761802,0.409446927293879,8.33333333333333
89639.123974674,43157.577701271,0.0,0.0,0.0,0.912746804119666,0.408525729384743,8.33333333333333
89638.723679330,43158.025177064,0.0,0.0,0.0,0.912999257143977,0.407961219302211,8.33333333333333
89638.323004807,43158.472313666,0.0,0.0,0.0,0.913092765958583,0.407751886266765,8.33333333333333
89637.922298651,43158.919421935,0.0,0.0,0.0,0.913028199106492,0.40789644229431,8.33333333333333
89637.521907304,43159.366811614,0.0,0.0,0.0,0.912805829934326,0.408393825660851,8.33333333333333
89637.122176490,43159.814791699,0.0,0.0,0.0,0.912425343344181,0.409243195207023,8.33333333333333
89636.723453332,43160.263668852,0.0,0.0,0.0,0.911885845471382,0.410443911916042,8.33333333333333
89636.326086999,43160.713747394,0.0,0.0,0.0,0.911185875137966,0.41199551083605,8.33333333333333
89635.930429711,43161.165328818,0.0,0.0,0.0,0.91032341773076,0.413897662630497,8.33333333333333
89635.536834147,43161.618708174,0.0,0.0,0.0,0.909310350508098,0.416118596627018,8.33333333333333
89635.145452418,43162.073999994,0.0,0.0,0.0,0.9083265973496,0.418261631693965,8.33333333333333
89634.756124086,43162.531049045,0.0,0.0,0.0,0.907428011416832,0.420207572630591,8.33333333333333
89634.368660029,43162.989679695,0.0,0.0,0.0,0.906615926359695,0.421956824889647,8.33333333333333
89633.982868863,43163.449718632,0.0,0.0,0.0,0.905891528165669,0.423509786424905,8.33333333333333
89633.598557364,43163.910994468,0.0,0.0,0.0,0.905255862581087,0.424866830033331,8.33333333333333
89633.215530580,43164.373337686,0.0,0.0,0.0,0.9047098413223,0.426028288983934,8.33333333333333
89632.833592087,43164.836580368,0.0,0.0,0.0,0.904254248000831,0.426994443725502,8.33333333333333
89632.452544196,43165.300555969,0.0,0.0,0.0,0.903889743205974,0.427765510679669,8.33333333333333
89632.072188158,43165.765099042,0.0,0.0,0.0,0.903616868811445,0.428341632811241,8.33333333333333
89631.692324497,43166.230044816,0.0,0.0,0.0,0.903436051446346,0.428722871966304,8.33333333333333
89631.312753024,43166.695229117,0.0,0.0,0.0,0.903347604824904,0.42890920351178,8.33333333333333
89630.933273082,43167.160488017,0.0,0.0,0.0,0.903351731342353,0.428900512334472,8.33333333333333
89630.553683579,43167.625657724,0.0,0.0,0.0,0.903448522688905,0.428696590669013,8.33333333333333
89630.173783550,43168.090573823,0.0,0.0,0.0,0.903637959358189,0.428297137985964,8.33333333333333
89629.793372026,43168.555071375,0.0,0.0,0.0,0.90391990920433,0.427701762615068,8.33333333333333
89629.412248269,43169.018984566,0.0,0.0,0.0,0.904294125056196,0.426909985112609,8.33333333333333
89629.030211854,43169.482146556,0.0,0.0,0.0,0.904760241491012,0.4259212432095,8.33333333333333
89628.647063161,43169.944388853,0.0,0.0,0.0,0.905317770174259,0.424734899680622,8.33333333333333
89628.262603495,43170.405541158,0.0,0.0,0.0,0.905966094548344,0.423350251598863,8.33333333333333
89627.876621842,43170.865420077,0.0,0.0,0.0,0.906747401411151,0.421674222634163,8.33333333333333
89627.488466287,43171.323464981,0.0,0.0,0.0,0.908008967030076,0.418950731939895,8.33333333333333
89627.096959945,43171.778647932,0.0,0.0,0.0,0.909817955307794,0.415007576074878,8.33333333333333
89626.700916264,43172.229886658,0.0,0.0,0.0,0.912158474078108,0.40983767294808,8.33333333333333
89626.299181944,43172.676064394,0.0,0.0,0.0,0.91500843275668,0.403434713409944,8.33333333333333
89625.890650250,43173.116023913,0.0,0.0,0.0,0.918338835702071,0.395795127359301,8.33333333333333
89625.474275977,43173.548564794,0.0,0.0,0.0,0.92211307493833,0.386920504791072,8.33333333333333
89625.049091657,43173.972445002,0.0,0.0,0.0,0.926286344804261,0.376820391472067,8.33333333333333
89624.614227206,43174.386385004,0.0,0.0,0.0,0.93080529644918,0.365515389692629,8.33333333333333
89624.168929997,43174.789077694,0.0,0.0,0.0,0.935608108424132,0.353040319865901,8.33333333333333
89623.712750720,43175.179396594,0.0,0.0,0.0,0.940162745596335,0.340725713430557,8.33333333333333
89623.249668713,43175.561530564,0.0,0.0,0.0,0.941380289766099,0.33734722474017,8.33333333333333
89622.788139313,43175.945533229,0.0,0.0,0.0,0.938767786016946,0.344550495481926,8.33333333333333
89622.337113169,43176.341770746,0.0,0.0,0.0,0.931945494076144,0.362598395020127,8.33333333333333
89621.906832664,43176.760347964,0.0,0.0,0.0,0.920018099500782,0.391875868855139,8.33333333333333
89621.509467839,43177.210175337,0.0,0.0,0.0,0.902247031452536,0.431219542965166,8.33333333333333
89621.154250760,43177.693952843,0.0,0.0,0.0,0.881489348936038,0.472203904804185,8.33333333333333
89620.845522670,43178.208629374,0.0,0.0,0.0,0.858274507391776,0.513190870886656,8.33333333333333
89620.587237610,43178.750367383,0.0,0.0,0.0,0.832494870469421,0.554032752318942,8.33333333333333
89620.383048455,43179.314712631,0.0,0.0,0.0,0.804121144809659,0.594465461124533,8.33333333333333
89620.236050390,43179.896574634,0.0,0.0,0.0,0.773249933144047,0.634101364840612,8.33333333333333
89620.147714887,43180.490189227,0.0,0.0,0.0,0.741312952622924,0.671159523715102,8.33333333333333
89620.116289480,43181.089543488,0.0,0.0,0.0,0.709299286329193,0.704907456630228,8.33333333333333
89620.139564718,43181.689286786,0.0,0.0,0.0,0.677046973572313,0.735939804315931,8.33333333333333
89620.215639239,43182.284651101,0.0,0.0,0.0,0.644292733119123,0.764778970716304,8.33333333333333
89620.342974065,43182.871198071,0.0,0.0,0.0,0.610723198374684,0.791844160783545,8.33333333333333
89620.519759313,43183.444794027,0.0,0.0,0.0,0.577102183498756,0.816671947480118,8.33333333333333
89620.742861966,43184.002024655,0.0,0.0,0.0,0.543844676315102,0.839185895999046,8.33333333333333
89621.009350945,43184.539866173,0.0,0.0,0.0,0.510599149904935,0.859818880995502,8.33333333333333
89621.316810325,43185.055389487,0.0,0.0,0.0,0.476930798544675,0.878940847497452,8.33333333333333
89621.663296110,43185.545533288,0.0,0.0,0.0,0.442329324843196,0.896852701609223,8.33333333333333
89622.047258595,43186.006897359,0.0,0.0,0.0,0.406206508700381,0.913781304410113,8.33333333333333
89622.467423254,43186.435534125,0.0,0.0,0.0,0.367889949198686,0.929869337745142,8.33333333333333
89622.922615679,43186.826739445,0.0,0.0,0.0,0.326621132157672,0.945155350208653,8.33333333333333
89623.411503673,43187.174858085,0.0,0.0,0.0,0.28157193136278,0.959540122907132,8.33333333333333
89623.932249095,43187.473164000,0.0,0.0,0.0,0.231908712664554,0.972737554014581,8.33333333333333
89624.481412134,43187.715133390,0.0,0.0,0.0,0.18022044209977,0.983626246218229,8.33333333333333
89625.052735916,43187.898845101,0.0,0.0,0.0,0.129939690562942,0.99152189931257,8.33333333333333
89625.639460067,43188.025126822,0.0,0.0,0.0,0.0821158945008029,0.996622787151856,8.33333333333333
89626.235406389,43188.096399176,0.0,0.0,0.0,0.0373791809394331,0.999301154223439,8.33333333333333
89626.835301873,43188.116080836,0.0,0.0,0.0,-0.00402855897390956,0.999991885323373,8.33333333333333
89627.434896370,43188.088043322,0.0,0.0,0.0,-0.0421609703262981,0.999110830979799,8.33333333333333
